Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
1163,Saints Row IV,X360,Deep Silver,Volition Inc.,,1.69,1.01,0.51,0.01,0.15,20th Aug 13
1164,Jampack Winter '99,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,1.69,0.94,0.64,,0.11,01st Oct 99
1165,Cooking Mama 3: Shop & Chop,DS,505 Games,Cooking Mama Ltd.,,1.69,0.79,0.66,0.08,0.17,20th Oct 09
1166,Need for Speed: Undercover,X360,Electronic Arts,EA Vancouver,6.3,1.69,0.8,0.7,0.01,0.18,17th Nov 08
1167,The Legend of Zelda: Breath of the Wild,WiiU,Nintendo,Nintendo EPD,10.0,1.34,0.66,0.42,0.15,0.11,03rd Mar 17
1168,WCW vs. nWo: World Tour,N64,THQ,Aki Corp.,,1.69,1.37,0.28,0.03,0.02,16th Nov 97
1169,WCW/NWO Thunder,PS,THQ,Inland Productions,,1.69,1.1,0.48,0.04,0.07,31st Dec 98
1170,Harry Potter and the Sorcerer's Stone,GBA,Electronic Arts,Griptonite Games,6.6,1.69,0.87,0.66,0.08,0.08,15th Nov 01
1171,Dragon Ball Z: The Legacy of Goku,GBA,Infogrames,Webfoot Technologies,6.5,1.69,1.52,0.12,,0.05,14th May 02
1172,The Sims 3: Late Night Expansion Pack,PC,Electronic Arts,The Sims Studio,7.5,1.69,0.59,0.88,,0.22,26th Oct 10
1173,LEGO Batman 2: DC Super Heroes,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.69,0.9,0.64,,0.15,26th Jun 12
1174,Far Cry 4,XOne,Ubisoft,Ubisoft Montreal,8.5,1.68,0.85,0.68,0.02,0.14,18th Nov 14
1175,Saints Row 2,PS3,THQ,Volition Inc.,7.9,1.68,0.88,0.54,0.02,0.24,14th Oct 08
1176,World Championship Poker: Featuring Howard Lederer - All In,PS2,Crave Entertainment,Point of View,,1.68,0.82,0.64,,0.22,29th Aug 06
1177,NFL GameDay 98,PS,Sony Computer Entertainment,989 Studios,8.6,1.68,1.58,0.06,,0.04,31st Jul 97
1178,Star Wars Battlefront: Renegade Squadron,PSP,LucasArts,Rebellion Developments,7.5,1.68,0.9,0.47,,0.32,09th Oct 07
1179,Time Crisis,PS,Namco,Namco,8.5,1.68,0.38,0.87,0.33,0.1,31st Oct 97
1180,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,Nintendo,HAL Laboratory,,1.71,,,1.71,,26th Oct 06
1181,Virtua Fighter 4,PS2,Sega,Sega-AM2,9.3,1.81,0.78,0.44,0.56,0.04,17th Mar 02
1182,The Sims: Superstar,PC,Electronic Arts,Maxis,,1.68,1.67,0.0,,,12th May 03
1183,SSX 3,PS2,EA Sports BIG,EA Canada,,1.67,0.93,0.52,,0.22,20th Oct 03
1184,Madden NFL 2001,PS,EA Sports,EA Sports,,1.67,1.58,0.05,,0.04,22nd Aug 00
1185,Dragon Age: Origins,PS3,Electronic Arts,BioWare Edmonton,8.7,1.67,0.96,0.42,0.08,0.21,03rd Nov 09
1186,Star Wars Battlefront II,XB,LucasArts,Pandemic Studios,,1.67,1.22,0.39,,0.06,01st Nov 05
1187,Disney's DuckTales,NES,Capcom,Capcom,,1.67,0.91,0.3,0.42,0.04,01st Sep 89
1188,"Monsters, Inc.",GBA,THQ,Artificial Mind and Movement,,1.67,0.59,0.95,0.03,0.1,25th Oct 01
1189,Tony Hawk's Pro Skater 3,PS,Activision,Neversoft,,1.67,1.09,0.49,0.02,0.07,28th Oct 01
1190,PGR: Project Gotham Racing 2,XB,Microsoft Game Studios,Bizarre Creations,8.9,1.67,0.97,0.59,0.04,0.07,17th Nov 03
1191,Destiny,PS3,Activision,Bungie,,1.67,0.69,0.59,0.13,0.26,09th Sep 14
1192,Fight Night Round 3,PS3,EA Sports,EA Chicago,,1.67,0.81,0.58,0.01,0.26,05th Dec 06
1193,Spy Hunter,PS2,Midway Games,Paradigm Entertainment,,1.67,1.13,0.32,,0.22,24th Sep 01
1194,NCAA Football 2004,PS2,Electronic Arts,EA Tiburon,8.1,1.67,1.35,0.09,,0.23,16th Jul 03
1195,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,THQ,Heavy Iron Studios,5.8,1.67,1.08,0.45,,0.14,31st Oct 03
1196,Disney Infinity,Wii,Disney Interactive Studios,Unknown,,1.66,1.06,0.44,,0.16,18th Aug 13
1197,Shaun White Snowboarding: Road Trip,Wii,Ubisoft,Ubisoft Montreal,7.8,1.66,0.93,0.56,,0.16,16th Nov 08
1198,SSX,PS2,EA Sports BIG,EA Canada,,1.66,0.78,0.61,0.06,0.2,30th Oct 00
1199,NBA Ballers,PS2,Midway Games,Midway,,1.66,0.81,0.63,,0.21,05th Apr 04
1200,NBA Live 2003,PS2,EA Sports,EA Canada,,1.66,1.25,0.15,0.03,0.22,08th Oct 02
1201,NBA 2K15,X360,2K Sports,Visual Concepts,,1.66,1.37,0.11,,0.17,07th Oct 14
1202,Ms. Pac-Man,2600,Atari,General Entertainment,,1.65,1.54,0.1,,0.02,01st Jan 82
1203,Star Wars The Clone Wars: Lightsaber Duels,Wii,LucasArts,Krome Studios,,1.65,1.21,0.3,,0.14,11th Nov 08
1204,Golden Sun,GBA,Nintendo,Camelot Software Planning,9.1,1.76,0.93,0.38,0.4,0.06,11th Nov 01
1205,Pokémon Super Mystery Dungeon,3DS,Nintendo,ChunSoft,7.7,1.41,0.51,0.46,0.35,0.09,20th Nov 15
1206,Street Fighter II': Special Champion Edition,GEN,Capcom,Capcom,,1.66,1.0,0.3,0.31,0.04,27th Sep 93
1207,Super Scope 6,SNES,Nintendo,Nintendo R&D1,,1.65,1.06,0.38,0.15,0.05,01st Jan 92
1208,MySims,Wii,Electronic Arts,EA Redwood Shores,7.1,1.65,0.9,0.54,0.04,0.17,18th Sep 07
1209,Need for Speed Carbon,X360,Electronic Arts,EA Black Box,7.9,1.65,0.76,0.69,0.02,0.18,31st Oct 06
1210,Watch Dogs,XOne,Ubisoft,Ubisoft Montreal,,1.64,0.91,0.59,,0.15,27th May 14
1211,Persona 5,PS4,Atlus,Atlus,,1.64,0.62,0.34,0.48,0.2,04th Apr 17
1212,Army of Two,X360,Electronic Arts,EA Montreal,6.7,1.64,1.09,0.37,0.02,0.16,07th Mar 08
1213,Dig Dug,2600,Atari,Atari,,1.64,1.52,0.1,,0.02,01st Jan 83
1214,Ghosts 'n Goblins,NES,Capcom,Micronics,,1.64,0.74,0.26,0.61,0.03,01st Nov 86
1215,Sonic Mega Collection,GC,Sega,Sonic Team,7.5,2.05,1.47,0.48,0.05,0.06,10th Nov 02
1216,Tom Clancy's Rainbow Six,PS,Red Storm Entertainment,Rebellion Developments,,1.64,0.93,0.63,,0.08,23rd Nov 99
1217,Tiger Woods PGA Tour 2003,PS2,EA Sports,EA Redwood Shores,,1.64,0.8,0.63,,0.21,27th Oct 02
1218,NBA Live 06 (All region sales),PS2,EA Sports,EA Canada,,1.64,1.44,0.15,,0.05,26th Sep 05
1219,Prince of Persia: Warrior Within,PS2,Ubisoft,Ubisoft Montreal,,1.64,0.54,0.88,,0.22,30th Nov 04
1220,ESPN NFL 2K5,XB,Sega,Visual Concepts,,1.63,1.54,0.02,,0.07,20th Jul 04
1221,Mario Party 6,GC,Nintendo,Hudson Soft,7.2,1.65,0.9,0.11,0.6,0.05,06th Dec 04
1222,Max Payne 3,X360,Rockstar Games,Rockstar Vancouver,,1.63,0.86,0.62,0.01,0.13,15th May 12
1223,Tiger Woods PGA Tour 2004,PS2,EA Sports,EA Redwood Shores,,1.63,1.18,0.34,,0.1,22nd Sep 03
1224,Ape Escape,PS,Sony Computer Entertainment,SCE Japan Studio,9.3,1.63,0.71,0.48,0.32,0.11,31st May 99
1225,NCAA Football 2005,PS2,EA Sports,EA Tiburon,,1.62,1.32,0.09,,0.22,15th Jul 04
1226,Kinectimals,X360,Microsoft Game Studios,Frontier Studio,7.5,1.62,1.02,0.46,0.0,0.14,04th Nov 10
1227,Uncharted: Golden Abyss,PSV,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,1.62,0.53,0.71,0.13,0.25,15th Feb 12
1228,Tony Hawk's American Wasteland (Old all region sales),PS2,Activision,Neversoft Entertainment,,1.62,0.8,0.63,0.01,0.19,18th Oct 05
1229,Call of Duty: Black Ops,PC,Activision,Treyarch,8.5,1.62,0.58,0.82,,0.23,09th Nov 10
1230,The Order: 1886,PS4,Sony Computer Entertainment,Ready at Dawn,6.2,1.62,0.44,0.86,0.07,0.25,20th Feb 15
1231,Rock Band,PS3,MTV Games,Harmonix Music Systems,9.1,1.62,0.99,0.41,,0.22,20th Nov 07
1232,Sled Storm,PS,Electronic Arts,EA Canada,,1.62,0.9,0.61,,0.11,10th Aug 99
1233,NFL Street 2,PS2,EA Sports BIG,EA Tiburon,,1.61,0.79,0.62,,0.21,22nd Dec 04
1234,Baseball,GB,Nintendo,Nintendo,,1.61,0.66,0.27,0.65,0.03,01st Aug 89
1235,Yu-Gi-Oh! Duel Monsters,GB,Konami,Konami Computer Entertainment Shinjuku,,1.61,,,1.61,0.01,16th Dec 98
1236,Buzz! The Music Quiz,PS2,Sony Computer Entertainment,Relentless Software,,1.61,,1.18,,0.43,21st Oct 05
1237,SpongeBob's Atlantis SquarePantis,DS,THQ,Altron,,1.61,1.49,0.0,,0.11,23rd Oct 07
1238,Tom Clancy's Ghost Recon Wildlands,XOne,Ubisoft,Ubisoft Paris,7.7,1.61,0.98,0.48,,0.15,07th Mar 17
1239,Wolfenstein: The New Order,PS4,Bethesda Softworks,MachineGames,,1.61,0.48,0.84,0.03,0.25,20th May 14
1240,Rage,X360,Bethesda Softworks,id Software,7.9,1.6,0.82,0.6,0.03,0.15,04th Oct 11
1241,Madden NFL 15,XOne,EA Sports,EA Tiburon,,1.6,1.34,0.1,,0.17,26th Aug 14
1242,Midnight Club 3: DUB Edition (America/Others Sales),PS2,Rockstar Games,Rockstar San Diego,,1.6,1.3,0.23,,0.07,11th Apr 05
1243,Dragon Quest IV: Chapters of the Chosen,DS,Square Enix,ArtePiazza,8.1,1.62,0.3,0.02,1.27,0.03,16th Sep 08
1244,Dragon Quest Monsters 2: Cobi's Journey,GB,Enix,TOSE Software,,1.56,,,1.56,0.0,15th Sep 01
1245,Dragon Quest VII: Fragments of the Forgotten Past,3DS,Nintendo,ArtePiazza,,1.61,0.13,0.13,1.31,0.02,16th Sep 16
1246,F-1 World Grand Prix,N64,Video System,Paradigm Entertainment,,1.6,0.46,0.96,0.09,0.08,31st Jul 98
1247,Kingdom Hearts HD I.5 ReMIX,PS3,Square Enix,Square Enix,,1.85,0.93,0.4,0.25,0.28,10th Sep 13
1248,Kingdom Hearts: Chain of Memories,GBA,Square Enix,Jupiter Corporation,7.4,1.85,1.26,0.18,0.35,0.06,07th Dec 04
1249,Lost Planet: Extreme Condition,X360,Capcom,Capcom,7.6,1.34,1.09,0.04,0.1,0.1,12th Jan 07
1250,Metroid Fusion,GBA,Nintendo,Nintendo R&D1,9.0,1.68,1.18,0.27,0.17,0.06,17th Nov 02
1251,Pikmin,GC,Nintendo,Nintendo EAD,8.1,1.63,0.78,0.25,0.56,0.04,03rd Dec 01
1252,Resident Evil 4,GC,Capcom,Capcom Production Studio 4,9.6,1.69,0.98,0.42,0.22,0.06,11th Jan 05
1253,Sonic Adventure DX: Director's Cut,GC,Sega,Sonic Team,5.4,1.27,0.87,0.3,0.06,0.03,18th Jun 03
1254,Sonic Unleashed,Wii,Sega,Sonic Team/Dimps Corporation,6.7,2.16,1.26,0.68,0.02,0.22,18th Nov 08
1255,Super Mario Strikers,GC,Nintendo,Next Level Games,8.0,1.61,0.98,0.38,0.2,0.04,05th Dec 05
1256,River Raid,2600,Activision,Activision,,1.6,1.49,0.09,,0.02,01st Jan 82
1257,Just Cause 2,X360,Square Enix,Avalanche Studios,8.0,1.6,0.59,0.83,0.02,0.17,23rd Mar 10
1258,ESPN NBA 2K5,PS2,Sega,Visual Concepts,,1.59,1.26,0.12,,0.21,30th Sep 04
1259,Sonic Generations,PS3,Sega,Sonic Team,7.3,1.59,0.6,0.72,0.02,0.25,01st Nov 11
1260,LEGO Harry Potter: Years 1-4,X360,Warner Bros. Interactive,Traveller's Tales,7.9,1.59,0.95,0.5,,0.14,29th Jun 10
1261,Far Cry 2,X360,Ubisoft,Ubisoft Montreal,8.5,1.59,0.72,0.69,0.02,0.18,21st Oct 08
1262,Soul Blade,PS,Namco,Namco,8.6,1.59,0.61,0.41,0.46,0.1,01st Jan 97
1263,Diddy Kong Racing DS,DS,Nintendo,Rare Ltd.,5.1,1.22,1.09,0.04,,0.09,05th Feb 07
1264,Kirby: Planet Robobot,3DS,Nintendo,HAL Laboratory,7.7,1.32,0.41,0.22,0.64,0.06,10th Jun 16
1265,Mario Bros.,2600,Atari,Atari,,1.59,1.48,0.09,,0.02,01st Oct 83
1266,Pro Evolution Soccer 2008,PS3,Konami,Konami,7.1,1.59,0.04,1.1,0.32,0.13,12th Mar 08
1267,FIFA 16,X360,EA Sports,EA Canada,9.0,1.59,0.59,0.88,,0.12,22nd Sep 15
1268,NASCAR 2000,PS,EA Sports,Stormfront Studios,,1.59,0.88,0.6,,0.1,30th Sep 99
1269,Dance Dance Revolution: Hottest Party 2,Wii,Konami,Bemani,,1.58,0.94,0.48,0.01,0.15,12th Sep 08
1270,Jampack Summer 2K,PS,Sony Computer Entertainment,Sony Computer Entertainment America,,1.58,0.88,0.6,,0.1,15th May 00
1271,Devil May Cry 4,PS3,Capcom,Capcom,8.2,1.58,0.58,0.45,0.34,0.2,05th Feb 08
1272,Spyro 2: Season of Flame,GBA,Vivendi Games,Digital Eclipse,,1.58,0.85,0.65,,0.08,25th Sep 02
1273,Batman: Arkham Knight,XOne,Warner Bros. Interactive Entertainment,Rocksteady Studios,,1.58,0.97,0.46,,0.14,23rd Jun 15
1274,LEGO Pirates of the Caribbean: The Video Game,Wii,Disney Interactive Studios,Traveller's Tales,7.5,1.57,0.73,0.69,,0.15,10th May 11
1275,Pro Evolution Soccer 2010,PS2,Konami,Konami,7.2,1.57,0.1,0.18,0.12,1.16,10th Nov 09
1276,NCAA Football 2002,PS2,EA Sports,EA Tiburon,,1.57,0.77,0.6,,0.2,23rd Jul 01
1277,Guitar Hero: On Tour Decades,DS,Activision,Vicarious Visions,,1.57,0.84,0.57,,0.16,16th Nov 08
1278,Moshi Monsters: Moshling Zoo,DS,Activision,Mind Candy,,1.57,0.38,0.98,,0.21,06th Nov 11
1279,Conflict: Desert Storm,PS2,Gotham Games,Pivotal Games,,1.57,0.98,0.53,,0.06,30th Sep 02
1280,High School Musical 3: Senior Year,DS,Disney Interactive Studios,Griptonite Games,,1.57,0.63,0.76,,0.18,21st Oct 08
1281,Carnival Games: Mini Golf,Wii,2K Play,Cat Daddy Games,,1.56,0.86,0.55,,0.15,20th Oct 08
1282,Smuggler's Run,PS2,Rockstar Games,Rockstar San Diego,,1.56,0.77,0.6,,0.2,25th Oct 00
1283,Fight Night Round 3,PS2,EA Sports,EA Chicago,,1.56,1.07,0.4,,0.1,20th Feb 06
1284,Mortal Kombat,PS3,Warner Bros. Interactive,NetherRealm Studios,8.4,1.56,1.06,0.31,,0.19,19th Apr 11
1285,Donkey Kong Classics,NES,Nintendo,Nintendo,,1.56,0.59,0.14,0.81,0.02,01st Oct 88
1286,Yoshi's Woolly World,WiiU,Nintendo,Good-Feel,7.4,1.52,0.74,0.53,0.12,0.12,16th Oct 15
1287,Hannah Montana: Music Jam,DS,Disney Interactive Studios,Fall Line Studio,,1.56,1.05,0.36,,0.15,16th Oct 07
1288,Twisted Metal,PS,Sony Computer Entertainment,SingleTrac,7.0,1.56,1.32,0.19,,0.05,05th Nov 95
1289,MySims Kingdom,DS,Electronic Arts,EA Redwood Shores,,1.56,0.8,0.59,0.01,0.16,28th Oct 08
1290,Mafia II,X360,2K Games,Illusion Softworks,7.2,1.56,0.85,0.55,,0.15,24th Aug 10
1291,Stuntman,PS2,Atari,Reflections Interactive,,1.55,0.76,0.59,,0.2,23rd Jun 02
1292,Tom Clancy's Rainbow Six 3,XB,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,,1.55,0.91,0.57,,0.07,12th Nov 03
1293,BioShock 2,PS3,2K Games,2K Marin,8.5,1.55,0.85,0.46,0.02,0.22,09th Feb 10
1294,Dishonored,PS3,Bethesda Softworks,Arkane Studios,,1.55,0.72,0.54,0.04,0.26,16th Apr 13
1295,Guitar Hero 5,Wii,Activision,Vicarious Visions,8.9,1.55,0.92,0.48,,0.15,01st Sep 09
1296,007: The World is Not Enough,N64,Electronic Arts,Eurocom Entertainment Software,7.4,1.55,1.13,0.38,0.02,0.03,17th Oct 00
1297,Spider-Man 2: Enter: Electro,PS,Activision,Vicarious Visions,,1.55,0.57,0.87,0.02,0.09,17th Oct 01
1298,Battlefield V,XOne,Electronic Arts,EA DICE,,1.55,1.05,0.35,,0.15,20th Nov 18
1299,Need for Speed: Most Wanted (2012),X360,Electronic Arts,Criterion Games,,1.54,0.62,0.79,0.01,0.12,30th Oct 12
1300,Go Vacation,Wii,Namco Bandai,Namco Bandai Games,7.0,1.54,0.42,0.66,0.33,0.13,11th Oct 11
1301,NBA 2K14,PS4,2K Sports,Visual Concepts,,1.54,0.91,0.35,0.01,0.27,15th Nov 13
1302,Dark Cloud,PS2,Sony Computer Entertainment,Level 5,8.2,1.54,0.83,0.44,0.08,0.19,28th May 01
1303,SoulCalibur IV,X360,Namco Bandai,Project Soul,8.3,1.58,0.92,0.43,0.07,0.15,29th Jul 08
1304,MVP Baseball 2005,PS2,EA Sports,EA Canada,,1.54,1.26,0.07,,0.21,22nd Feb 05
1305,Die Hard Trilogy,PS,Fox Interactive,Probe Entertainment Limited,8.5,1.54,0.85,0.58,,0.1,31st Aug 96
1306,Mortal Kombat 3,SNES,Williams Entertainment,Sculptured Software,,1.53,1.19,0.29,,0.05,01st Oct 95
1307,Pokémon Ranger: Guardian Signs,DS,Nintendo,Creatures Inc.,6.5,1.3,0.5,0.17,0.58,0.05,04th Oct 10
1308,Yoshi's Cookie,GB,Nintendo,Jupiter Multimedia,,1.68,0.59,0.24,0.82,0.03,01st Jan 93
1309,NFL GameDay 99,PS,989 Studios,Red Line Studios,,1.53,1.44,0.05,,0.04,31st Jul 98
1310,Disney Infinity,X360,Disney Interactive Studios,Unknown,,1.53,1.04,0.35,,0.15,18th Aug 13
1311,Tiger Woods 99 PGA Tour Golf,PS,EA Sports,EA Sports,,1.53,0.85,0.58,,0.1,31st Oct 98
1312,Knockout Kings,PS,EA Sports,Press Start Inc.,,1.52,1.07,0.39,,0.06,31st Oct 98
1313,The Simpsons Skateboarding,PS2,Electronic Arts,The Code Monkeys,,1.52,0.36,0.9,,0.27,11th Nov 02
1314,Disney Fairies: Tinker Bell,DS,Disney Interactive Studios,Hyde,,1.52,0.85,0.51,0.01,0.15,28th Oct 08
1315,Fight Night Round 4,PS3,EA Sports,EA Canada,8.6,1.52,0.92,0.4,,0.2,23rd Jun 09
1316,Pro Evolution Soccer 2013,PS3,Konami Digital Entertainment,Konami,,1.52,0.18,0.65,0.49,0.2,25th Sep 12
1317,NASCAR 98,PS,EA Sports,Stormfront Studios,,1.52,1.43,0.05,,0.04,01st Jan 97
1318,F1 Race,NES,Nintendo,Nintendo,,1.52,,,1.52,0.0,02nd Nov 84
1319,Mario vs. Donkey Kong 2: March of the Minis,DS,Nintendo,Nintendo Software Technology Corporation,7.7,1.19,0.73,0.03,0.36,0.07,25th Sep 06
1320,Onimusha 3: Demon Siege,PS2,Capcom,Capcom,,1.45,0.37,0.47,0.54,0.07,27th Apr 04
1321,Xevious,NES,Namco,Namco,,1.52,0.18,0.06,1.27,0.01,01st Jan 90
1322,NASCAR 99,PS,EA Sports,Stormfront Studios,,1.52,1.45,0.04,,0.04,30th Sep 98
1323,Forza Motorsport 7,XOne,Microsoft Studios,Turn 10 Studios,8.9,1.52,0.58,0.81,0.01,0.12,03rd Oct 17
1324,NBA Live 2000,PS,EA Sports,NuFX,,1.52,1.43,0.05,,0.03,31st Oct 99
1325,Super Monkey Ball 2,GC,Sega,Amusement Vision,,1.52,1.11,0.31,0.06,0.04,25th Aug 02
1326,Sonic Rivals 2,PSP,Sega,Backbone Entertainment,6.4,1.52,0.44,0.7,,0.37,13th Nov 07
1327,Dead Space 2,X360,Electronic Arts,Visceral Games,9.1,1.52,0.94,0.44,,0.13,25th Jan 11
1328,MySims Kingdom,Wii,Electronic Arts,EA Redwood Shores,,1.52,0.7,0.64,0.01,0.16,28th Oct 08
1329,Pac-Man World 2,PS2,Namco,Namco,,1.51,1.26,0.05,,0.21,24th Feb 02
1330,Call of Duty: Black Ops II,PC,Activision,Treyarch,,1.51,0.66,0.7,,0.15,13th Nov 12
1331,Call of Duty: Modern Warfare: Reflex Edition,Wii,Activision,Treyarch,7.2,1.51,0.94,0.43,,0.14,10th Nov 09
1332,Tomb Raider: Definitive Edition,PS4,Square Enix,Crystal Dynamics,,1.51,0.47,0.74,0.06,0.23,28th Jan 14
1333,Call of Duty 3,PS3,Activision,Treyarch,7.7,1.51,0.6,0.63,0.03,0.26,15th Nov 06
1334,Star Wars: The Force Unleashed II,PS3,LucasArts,LucasArts,6.3,1.51,0.8,0.5,,0.21,26th Oct 10
1335,Mega Man 2,NES,Capcom,Capcom,,1.51,0.93,0.15,0.42,0.01,01st Jul 89
1336,Simpsons Wrestling,PS,Activision,Big Ape Productions,,1.51,0.23,1.16,,0.11,12th Apr 01
1337,The Simpsons Game,DS,Electronic Arts,Griptonite Games,,1.51,0.56,0.78,,0.17,30th Oct 07
1338,Turok: Dinosaur Hunter,N64,Acclaim Entertainment,Iguana Entertainment,8.9,1.51,1.14,0.32,0.05,,28th Feb 97
1339,NBA Live 98,PS,EA Sports,EA Canada,,1.51,1.41,0.06,,0.04,30th Nov 97
1340,The Simpsons Game,PS2,Electronic Arts,EA Redwood Shores,,1.51,0.35,0.03,,1.13,30th Oct 07
1341,Madden NFL 19,XOne,EA Sports,EA Tiburon,,1.51,1.33,0.02,,0.16,10th Aug 18
1342,Monopoly,PS,Hasbro Interactive,Gremlin Interactive,,1.51,1.18,0.27,,0.05,31st Oct 97
1343,SoulCalibur II,GC,Namco,Namco,9.2,1.5,0.99,0.32,0.11,0.08,27th Aug 03
1344,Tokyo Xtreme Racer Zero,PS2,Crave Entertainment,Genki,,1.5,0.66,0.52,0.15,0.17,28th May 01
1345,Metal Gear Rising: Revengeance,PS3,Konami Digital Entertainment,PlatinumGames,9.0,1.5,0.47,0.41,0.44,0.18,19th Feb 13
1346,NFL Blitz,PS,Midway Games,Midway Games,9.1,1.5,1.41,0.05,,0.04,12th Sep 98
1347,Red Faction II,PS2,THQ,Volition Inc.,8.6,1.5,0.49,0.78,,0.23,15th Oct 02
1348,Rayman Legends,PS4,Ubisoft,Ubisoft Montpellier,,1.5,0.22,1.05,,0.23,18th Feb 14
1349,Madden NFL 2001,PS2,EA Sports,EA Sports,,1.5,1.19,0.07,0.05,0.2,23rd Oct 00
1350,Counter-Strike,XB,Microsoft Game Studios,Valve Software,,1.11,0.85,0.23,,0.04,18th Nov 03
1351,Crackdown,X360,Microsoft Game Studios,Realtime Worlds,8.4,1.75,1.0,0.53,0.03,0.18,20th Feb 07
1352,Dirge of Cerberus: Final Fantasy VII,PS2,Square Enix,Square Enix,5.7,1.48,0.47,0.37,0.52,0.12,15th Aug 06
1353,Heavenly Sword,PS3,Sony Computer Entertainment,Ninja Theory,8.0,1.65,0.57,0.73,0.06,0.29,12th Sep 07
1354,Ice Climber,NES,Nintendo,Nintendo R&D1,,1.5,0.46,0.1,0.92,0.02,01st Oct 85
1355,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,Hudson Soft,Hudson Soft,,1.5,,,1.5,0.0,05th Mar 86
1356,Persona 4 Golden,PSV,Atlus,Atlus,,1.25,0.37,0.29,0.39,0.21,20th Nov 12
1357,Puzzle & Dragons,3DS,GungHo Online Entertainment,GungHo Online Entertainment,,1.52,,,1.52,,12th Dec 13
1358,Rugrats: Search For Reptar,PS,THQ,n-Space,,3.34,1.63,1.53,,0.18,31st Oct 98
1359,Sonic CD,SCD,Sega,Sonic Team,,1.5,1.0,0.36,0.09,0.05,19th Nov 93
1360,Sonic Colors,DS,Sega,Sonic Team,8.2,1.3,0.69,0.48,0.01,0.12,16th Nov 10
1361,SoulCalibur II,PS2,Namco,Namco,9.1,2.06,1.06,0.62,0.13,0.25,27th Aug 03
1362,WWF No Mercy,N64,THQ,Aki Corp.,9.1,1.5,1.2,0.27,0.02,0.02,17th Nov 00
1363,Rock Band 2,PS3,MTV Games,Harmonix Music Systems,8.9,1.5,1.13,0.2,,0.16,19th Oct 08
1364,Football Manager 2012,PC,Sega,Sega,8.5,1.5,0.02,1.16,,0.32,21st Oct 11
1365,Pac-Man World,PS,Namco,Namco,,1.5,1.21,0.14,0.1,0.04,30th Sep 99
1366,Mass Effect: Andromeda,PS4,Electronic Arts,BioWare Corp.,,1.49,0.58,0.67,,0.25,21st Mar 17
1367,Mafia II,PS3,2K Games,Illusion Softworks,7.0,1.49,0.5,0.7,0.04,0.25,24th Aug 10
1368,Dead Rising 2,X360,Capcom,Blue Castle Games,8.2,1.49,0.75,0.53,0.09,0.13,28th Sep 10
1369,Medal of Honor: Frontline,XB,Electronic Arts,EA Los Angeles,,1.49,1.0,0.43,,0.06,10th Nov 02
1370,Madden NFL 15,PS3,EA Sports,EA Tiburon,,1.49,1.11,0.11,,0.28,26th Aug 14
1371,Madden NFL 09,PS2,EA Sports,EA Tiburon,,1.49,1.22,0.0,,0.27,12th Aug 08
1372,Resistance 3,PS3,Sony Computer Entertainment,Insomniac Games,8.3,1.49,0.64,0.57,0.05,0.22,06th Sep 11
1373,Banjo-Tooie,N64,Nintendo,Rare Ltd.,9.3,1.49,0.82,0.36,0.25,0.06,19th Nov 00
1374,Pokémon Mystery Dungeon: Explorers of Sky,DS,Nintendo,ChunSoft,5.7,1.56,0.57,0.43,0.44,0.12,12th Oct 09
1375,Romancing SaGa 2,SNES,Square,SquareSoft,,1.17,,,1.17,0.0,10th Dec 93
1376,Buzz! The BIG Quiz,PS2,Sony Computer Entertainment,Relentless Software,,1.49,,1.1,,0.39,17th Mar 06
1377,Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,Ubisoft Paris,,1.48,0.94,0.4,0.02,0.13,22nd May 12
1378,LEGO Star Wars III: The Clone Wars,X360,LucasArts,Traveller's Tales,7.9,1.48,0.84,0.51,,0.13,22nd Mar 11
1379,Bratz: Forever Diamondz,DS,THQ,Barking Lizards,,1.48,0.43,0.88,,0.18,18th Sep 06
1380,Drawn To Life: SpongeBob SquarePants Edition,DS,THQ,Altron,,1.48,0.99,0.35,,0.14,15th Sep 08
1381,Sonic's Ultimate Genesis Collection,X360,Sega,Backbone Entertainment,8.1,1.48,0.9,0.44,,0.14,10th Feb 09
1382,LEGO Battles: Ninjago,DS,Warner Bros. Interactive,Hellbent Games,5.0,1.48,1.03,0.33,,0.12,12th Apr 11
1383,Final Fight,SNES,Capcom,Capcom,10.0,1.56,0.67,0.17,0.69,0.03,10th Nov 91
1384,Nintendo World Cup,NES,Nintendo,Technos Japan Corporation,,1.48,0.28,0.5,0.65,0.05,01st Dec 90
1385,Professor Layton and the Mask of Miracle,3DS,Nintendo,Level 5,8.4,1.84,0.32,1.05,0.36,0.11,28th Oct 12
1386,SoulCalibur IV,PS3,Namco Bandai,Project Soul,8.4,1.47,0.72,0.4,0.14,0.2,29th Jul 08
