Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
753,WWE SmackDown vs Raw 2008,PS2,THQ,Yuke's Media Creations,,2.34,0.92,0.0,0.01,1.41,13th Nov 07
754,Dragon Age: Inquisition,PS4,Electronic Arts,BioWare Edmonton,,2.34,1.07,0.8,0.08,0.38,18th Nov 14
755,Kinect Sports: Season Two,X360,Microsoft Studios,Rare Ltd.,6.6,2.33,1.38,0.72,0.02,0.21,25th Oct 11
756,Madden NFL 25,X360,EA Sports,EA Tiburon,7.8,2.33,2.02,0.07,,0.25,27th Aug 13
757,Art Academy,DS,Nintendo,Headstrong Games,6.8,2.52,0.26,1.66,0.33,0.27,25th Oct 10
758,My Fitness Coach,Wii,Ubisoft,Ubisoft,7.1,2.32,1.18,0.9,,0.24,02nd Dec 08
759,Assassin's Creed IV: Black Flag,XOne,Ubisoft,Ubisoft Montreal,8.3,2.32,1.51,0.59,,0.22,22nd Nov 13
760,Mario Super Sluggers,Wii,Nintendo,Bandai Namco Games / NOW Production,6.7,1.89,1.48,,0.29,0.13,25th Aug 08
761,Mario Tennis,N64,Nintendo,Camelot Software Planning,8.8,2.32,0.78,0.4,1.06,0.07,28th Aug 00
762,Grand Theft Auto,PS,Take-Two Interactive,DMA Design,6.0,2.32,0.79,1.35,0.04,0.14,30th Jun 98
763,James Bond 007: Everything or Nothing,PS2,Electronic Arts,EA Redwood Shores,,2.31,0.85,1.06,0.09,0.32,17th Feb 04
764,Need for Speed: High Stakes,PS,Electronic Arts,EA Canada,,2.31,1.58,0.64,,0.09,01st Mar 99
765,Fire Emblem: Awakening,3DS,Nintendo,Intelligent Systems,9.0,2.1,0.9,0.5,0.56,0.14,04th Feb 13
766,Mario Paint,SNES,Nintendo,Intelligent Systems,,2.75,1.43,0.54,0.71,0.07,05th May 92
767,The Sims 3,X360,Electronic Arts,The Sims Studio,8.0,2.31,1.28,0.82,0.0,0.2,26th Oct 10
768,Cool Boarders 3,PS,989 Studios,Idol Minds Digital Entertainment,,2.31,1.65,0.46,0.1,0.1,28th Oct 98
769,LEGO Star Wars: The Complete Saga,PS3,LucasArts,Traveller's Tales,8.0,2.31,1.02,0.93,,0.36,06th Nov 07
770,Chrono Trigger,SNES,Square,SquareSoft,8.8,2.31,0.28,,2.02,0.01,27th Sep 95
771,Daxter,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,4.23,2.45,1.02,,0.77,14th Mar 06
772,Final Fantasy III,DS,Square Enix,Matrix Software,7.4,2.08,0.89,0.04,1.07,0.09,14th Nov 06
773,Resident Evil 4,PS2,Capcom,Capcom Production Studio 4,9.6,3.62,2.08,0.83,0.46,0.25,25th Oct 05
774,LEGO Harry Potter: Years 1-4,DS,Warner Bros. Interactive,Traveller's Tales,8.0,2.29,1.07,1.0,,0.22,29th Jun 10
775,Dead Island,PS3,Deep Silver,Techland,6.7,2.29,1.08,0.74,0.15,0.32,06th Sep 11
776,Tomb Raider II,PC,Eidos Interactive,Core Design Ltd.,8.2,2.29,0.91,1.25,,0.13,31st Oct 97
777,Need for Speed Underground 2,XB,Electronic Arts,EA Black Box,,2.28,1.38,0.8,,0.1,15th Nov 04
778,Pro Evolution Soccer 2010,PS3,Konami,Konami,7.0,2.28,0.3,1.27,0.46,0.26,03rd Nov 09
779,Mario Bros.,NES,Nintendo,Nintendo R&D1,,2.28,0.51,0.12,1.63,0.02,01st Jun 86
780,FIFA Soccer 09,PS2,Electronic Arts,EA Canada,,2.28,0.38,0.07,0.01,1.82,14th Oct 08
781,Star Wars Battlefront II (US sales),PS2,LucasArts,Pandemic Studios,,2.27,2.18,0.07,,0.02,01st Nov 05
782,Animal Crossing,GC,Nintendo,Nintendo EAD,8.3,3.15,1.92,0.16,0.99,0.09,15th Sep 02
783,Classic NES Series: Super Mario Bros.,GBA,Nintendo,Nintendo EAD,8.3,2.22,0.61,0.21,1.39,,02nd Jun 04
784,Kirby Squeak Squad,DS,Nintendo,"HAL Laboratory, Flagship",7.3,1.94,0.78,0.03,1.05,0.08,06th Dec 06
785,Madden NFL 12,PS3,EA Sports,EA Tiburon,7.8,2.27,1.93,0.15,,0.18,30th Aug 11
786,Borderlands 2,PS3,2K Games,Gearbox Software,,2.27,1.06,0.75,0.1,0.36,18th Sep 12
787,No Man's Sky,PS4,Hello Games,Hello Games,6.8,2.26,0.89,0.97,0.04,0.37,09th Aug 16
788,Mario Party 10,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.3,2.0,0.82,0.75,0.29,0.14,20th Mar 15
789,Cool Boarders 2,PS,Sony Computer Entertainment,UEP Systems,,2.25,1.52,0.46,0.2,0.08,31st Oct 97
790,Dynasty Warriors 4,PS2,KOEI,Omega Force,,2.11,0.63,0.21,1.13,0.13,25th Mar 03
791,Guitar Hero III: Legends of Rock,PS3,RedOctane,Neversoft,8.2,2.25,1.4,0.53,0.02,0.3,28th Oct 07
792,Just Dance Kids,Wii,Ubisoft,Ubisoft Paris,,2.25,1.52,0.54,,0.19,09th Nov 10
793,Madden NFL 15,PS4,EA Sports,EA Tiburon,,2.25,1.58,0.25,,0.41,26th Aug 14
794,Call of Duty 3,Wii,Activision,EXAKT Entertainment,6.8,2.24,1.17,0.84,,0.23,14th Nov 06
795,Sonic Advance,GBA,Sega,Dimps Corporation / Sonic Team,,2.24,1.19,0.71,0.22,0.13,04th Feb 02
796,Super Mario All-Stars: Limited Edition,Wii,Nintendo,Nintendo EAD,7.2,2.62,1.04,0.52,0.92,0.14,12th Dec 10
797,Spyro: Season of Ice,GBA,Vivendi Games,Digital Eclipse,,2.23,1.29,0.83,,0.11,29th Oct 01
798,Air Combat,PS,Namco,Namco,7.0,1.83,0.92,0.33,0.52,0.05,29th Jun 95
799,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Ultra Games,Konami,,2.23,1.74,0.25,0.21,0.03,01st Dec 90
800,Dance Dance Revolution X2,PS2,Konami,Konami Computer Entertainment Tokyo,,2.23,1.09,0.85,,0.28,27th Oct 09
801,Battlefield V,PS4,Electronic Arts,EA DICE,,2.22,0.8,0.93,0.16,0.34,20th Nov 18
802,Prince of Persia: The Sands of Time,PS2,Ubisoft,Ubisoft Montreal,9.0,2.22,0.88,1.03,,0.31,06th Nov 03
803,FIFA 19,XOne,Electronic Arts,EA Sports,,2.22,0.56,1.5,,0.16,28th Sep 18
804,Star Wars: The Force Unleashed,PS3,LucasArts,LucasArts,6.8,2.22,1.01,0.86,,0.35,16th Sep 08
805,The Legend of Zelda: Link's Awakening DX,GBC,Nintendo,Nintendo EAD,9.4,2.22,1.0,0.63,0.45,0.13,31st Oct 98
806,NBA 2K14,PS3,2K Sports,Visual Concepts,,2.22,1.45,0.34,0.04,0.39,01st Oct 13
807,Madden NFL 19,PS4,EA Sports,EA Tiburon,,2.21,1.63,0.18,,0.41,10th Aug 18
808,Yokai Watch 3: Sushi / Tempura / Sukiyaki,3DS,Level 5,Level 5,,1.53,,0.03,1.5,0.0,16th Jul 16
809,Guitar Hero II,X360,RedOctane,Harmonix Music Systems,9.2,2.21,2.01,0.02,,0.17,03rd Apr 07
810,LEGO Indiana Jones: The Original Adventures,DS,LucasArts,Traveller's Tales,,2.2,1.4,0.6,,0.21,03rd Jun 08
811,Need for Speed: Hot Pursuit,X360,Electronic Arts,Criterion Games,8.8,2.2,1.03,0.96,0.0,0.21,16th Nov 10
812,Frogger,2600,Parker Bros.,Konami,,2.2,2.06,0.12,,0.02,01st Jan 82
813,Rock Band 2,X360,MTV Games,Harmonix Music Systems,9.2,2.2,1.78,0.24,,0.18,14th Sep 08
814,R.B.I. Baseball,NES,Tengen,Namco,,2.2,0.15,,2.05,,01st Jan 88
815,Wario Land 3,GB,Nintendo,Nintendo R&D1,,2.2,1.11,0.51,0.34,0.23,01st May 00
816,Wario Land 4,GBA,Nintendo,Nintendo R&D1,,2.26,0.9,0.73,0.54,0.09,18th Nov 01
817,BioShock 2,X360,2K Games,2K Marin,8.6,2.2,1.45,0.54,0.02,0.2,09th Feb 10
818,High School Musical: Makin' the Cut!,DS,Disney Interactive Studios,Artificial Mind and Movement,7.3,2.2,1.06,0.9,,0.23,14th Aug 07
819,Final Fantasy XIII,X360,Square Enix,Square Enix,8.1,2.19,1.3,0.67,0.01,0.21,09th Mar 10
820,Skylanders SWAP Force,Wii,Activision,Beenox,,2.19,1.23,0.77,,0.19,13th Oct 13
821,FIFA 15,XOne,EA Sports,EA Canada,7.9,2.19,0.64,1.39,,0.16,23rd Sep 14
822,Star Wars: Knights of the Old Republic,XB,LucasArts,BioWare Corp.,9.4,2.19,1.68,0.44,,0.08,17th Jul 03
823,Donkey Kong Country,GBC,Nintendo,Rare Ltd.,9.1,2.19,1.04,0.72,0.3,0.13,04th Nov 00
824,Kirby's Pinball Land,GB,Nintendo,HAL Laboratory,,2.19,0.87,0.17,1.1,0.05,28th Nov 93
825,Pro Evolution Soccer 2012,PS3,Konami,Konami,7.5,2.19,0.34,0.97,0.55,0.32,27th Sep 11
826,Need for Speed: Payback,PS4,Electronic Arts,Ghost Games,5.8,2.18,0.62,1.18,0.04,0.34,10th Nov 17
827,Dragon Ball: Xenoverse,PS4,Namco Bandai Games,Dimps Corporation,,1.19,0.33,0.55,0.14,0.17,24th Feb 15
828,Yu-Gi-Oh: Duel Monsters 4,GB,Konami,Konami,,2.18,,,2.17,0.01,07th Dec 00
829,ATV Offroad Fury 2,PS2,Sony Computer Entertainment,Rainbow Studios,8.7,2.18,1.92,0.2,,0.06,09th Nov 02
830,Destiny: The Taken King,PS4,Activision,Bungie,,2.18,0.97,0.8,0.05,0.36,15th Sep 15
831,Spyro Reignited Trilogy,PS4,Activision,Toys for Bob,,2.17,0.75,1.07,,0.35,13th Nov 18
832,Dragon Ball FighterZ,PS4,Namco Bandai Games,Arc System Works,,1.46,0.61,0.51,0.12,0.23,26th Jan 18
833,Mario Party 5,GC,Nintendo,Hudson Soft,5.9,2.08,0.97,0.33,0.73,0.06,10th Nov 03
834,Star Wars: Rogue Squadron,N64,LucasArts,Factor 5,9.0,2.17,1.6,0.46,0.08,0.03,17th Nov 98
835,Tennis,NES,Nintendo,Nintendo,,2.17,0.48,0.11,1.56,0.02,18th Oct 85
836,Ratchet: Deadlocked,PS2,Sony Computer Entertainment,Insomniac Games,,1.24,0.85,0.03,0.22,0.14,25th Oct 05
837,PlayerUnknown's Battlegrounds,XOne,Microsoft Studios,PUBG Corporation,,2.17,1.29,0.69,,0.2,12th Dec 17
838,Need for Speed Rivals,PS4,Electronic Arts,Ghost Games,,2.17,0.75,1.04,0.03,0.35,15th Nov 13
839,PlayStation VR Worlds,PS4,Sony Interactive Entertainment,SIE London Studio,,2.16,0.36,1.4,0.09,0.32,13th Oct 16
840,Devil May Cry,PS2,Capcom,Capcom,9.1,2.99,1.36,0.86,0.64,0.13,16th Oct 01
841,The Sims: House Party,PC,Maxis,Maxis,,2.16,1.23,0.83,,0.1,26th Mar 01
842,Your Shape featuring Jenny McCarthy,Wii,Ubisoft,Ubisoft,6.0,2.16,1.5,0.46,,0.19,24th Nov 09
843,Syphon Filter 2,PS,989 Studios,Eidetic,,2.15,1.5,0.55,0.02,0.08,29th Feb 00
844,Battlefield: Hardline,PS4,Electronic Arts,EA DICE,,2.15,0.72,0.97,0.14,0.33,17th Mar 15
845,Mario & Luigi: Superstar Saga,GBA,Nintendo,AlphaDream Corporation,8.8,2.17,1.48,0.17,0.47,0.06,17th Nov 03
846,Volleyball,NES,Nintendo,Nintendo R&D1,,2.15,0.14,0.03,1.98,0.0,01st Mar 87
847,Mahjong,NES,Nintendo,Nintendo,,2.14,0.01,,2.13,0.0,27th Aug 83
848,Mario & Sonic at the Olympic Games,Wii,Sega,Sega,7.2,8.0,2.57,3.87,0.66,0.9,06th Nov 07
849,R.C. Pro-Am,NES,Nintendo,Rare Ltd.,,2.07,1.18,0.52,0.37,,01st Feb 88
850,SimCity 2000,PC,Maxis,Maxis,8.0,2.14,1.2,0.84,,0.1,01st Jan 93
851,Super Mario RPG: Legend of the Seven Stars,SNES,Nintendo,SquareSoft,,2.14,0.66,,1.45,0.03,13th May 96
852,Call of Duty: Roads to Victory,PSP,Activision,Amaze Entertainment,6.1,2.14,0.52,1.03,,0.59,13th Mar 07
853,Demon Attack,2600,Imagic,Imagic,,2.13,1.99,0.12,,0.02,01st Jan 82
854,Dance Dance Revolution Extreme,PS2,Konami,Konami Computer Entertainment Tokyo,,2.13,1.04,0.81,,0.27,21st Sep 04
855,NBA 2K12,PS3,2K Sports,Visual Concepts,9.0,2.13,1.62,0.27,0.05,0.18,04th Oct 11
856,Borderlands,PS3,2K Games,Gearbox Software,8.2,2.12,1.22,0.61,,0.29,20th Oct 09
857,Mortal Kombat (2011),X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,2.12,1.64,0.31,,0.17,19th Apr 11
858,Resistance: Fall of Man,PS3,Sony Computer Entertainment,Insomniac Games,8.5,4.37,1.74,1.72,0.14,0.76,14th Nov 06
859,Project Gotham Racing,XB,Microsoft,Bizarre Creations,8.4,2.12,1.37,0.61,0.05,0.09,14th Nov 01
860,Golf,GB,Nintendo,Nintendo,,2.12,0.83,0.33,0.92,0.04,01st Feb 90
861,NBA 2K11,X360,2K Sports,Visual Concepts,8.8,2.11,1.86,0.12,0.01,0.13,05th Oct 10
862,Tony Hawk's Pro Skater,N64,Activision,Edge of Reality,9.3,2.11,1.68,0.4,,0.03,29th Feb 00
863,PES 2009: Pro Evolution Soccer,PS3,Konami,Konami,7.7,2.11,0.11,1.34,0.4,0.26,11th Nov 08
864,Need for Speed: Hot Pursuit 2,PS2,Electronic Arts,EA Seattle,8.7,2.11,1.68,0.31,0.02,0.09,01st Oct 02
865,Scooby-Doo! Night of 100 Frights,PS2,THQ,Heavy Iron Studios,,2.1,1.17,0.72,,0.22,20th May 02
866,Killzone: Shadow Fall,PS4,Sony Computer Entertainment,Guerrilla Games,9.0,3.02,0.89,1.58,0.08,0.47,15th Nov 13
867,Kirby: Nightmare in Dream Land,GBA,Nintendo,HAL Laboratory,8.1,2.27,1.22,0.1,0.91,0.04,02nd Dec 02
868,Onimusha 2: Samurai's Destiny,PS2,Capcom,Capcom,8.5,2.25,0.62,0.44,1.06,0.13,28th Aug 02
869,Battlefield 4,XOne,Electronic Arts,EA DICE,,2.09,1.26,0.65,,0.19,22nd Nov 13
870,Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,EA Black Box,7.4,2.09,1.77,0.13,0.02,0.17,15th Nov 05
871,Just Dance 2015,Wii,Ubisoft,Ubisoft Paris,,2.09,1.0,0.91,,0.18,21st Oct 14
872,Finding Nemo,PS2,THQ,Traveller's Tales,,2.09,1.26,0.6,0.05,0.18,09th May 03
873,Madden NFL 15,X360,EA Sports,EA Tiburon,,2.09,1.8,0.06,,0.22,26th Aug 14
874,Grand Theft Auto: Episodes from Liberty City,PS3,Rockstar Games,Rockstar North,9.0,2.09,0.62,0.99,0.13,0.34,13th Apr 10
875,Tetris Worlds,PS2,THQ,Blue Planet Software,,2.08,1.11,0.71,,0.27,20th Mar 02
876,Sim Theme Park,PC,Electronic Arts,Bullfrog Productions,8.1,2.08,2.04,0.04,,,31st Oct 99
877,Rock Band,Wii,MTV Games,Harmonix Music Systems,8.2,2.08,1.33,0.56,,0.2,22nd Jun 08
878,Portal 2,X360,Valve,Valve Software,9.6,2.08,1.41,0.49,0.01,0.17,19th Apr 11
879,Mario Party 7,GC,Nintendo,Hudson Soft,6.0,1.57,0.95,0.11,0.46,0.04,07th Nov 05
880,Wipeout: The Game,Wii,Activision,Endemol,,2.08,1.94,,,0.14,22nd Jun 10
881,Metal Gear Solid: Peace Walker,PSP,Konami,Kojima Productions,8.6,2.08,0.46,0.42,0.96,0.25,08th Jun 10
882,Spec Ops: Airborne Commando,PS,Gotham Games,Big Grub,,2.07,1.54,0.46,,0.08,31st Oct 02
883,Dance Dance Revolution: Hottest Party,Wii,Konami,Bemani,,2.07,1.35,0.53,,0.19,25th Sep 07
884,The Sims 2: Pets,DS,Electronic Arts,Maxis,4.8,2.07,0.92,0.93,,0.22,31st Oct 06
885,Rise of the Tomb Raider,PS4,Square Enix,Crystal Dynamics,,2.07,0.61,1.08,0.05,0.32,11th Oct 16
886,UFC 2009 Undisputed,X360,THQ,Yuke's Osaka,8.4,2.07,1.48,0.39,0.0,0.19,19th May 09
887,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Konami,Konami Computer Entertainment Japan,,2.07,1.64,0.36,,0.07,15th Oct 02
888,LittleBigPlanet 3,PS4,Sony Computer Entertainment,Sumo Digital,,2.06,0.78,0.93,0.01,0.34,18th Nov 14
889,Professor Layton and the Last Specter,DS,Nintendo,Level 5,8.4,2.68,0.28,1.41,0.68,0.32,17th Oct 11
890,The Incredibles,GBA,THQ,Helixe,5.4,2.06,1.15,0.77,0.04,0.1,31st Oct 04
891,Call of Duty 2,X360,Activision,Infinity Ward,8.8,2.06,1.84,0.04,0.01,0.16,17th Nov 05
892,Hitman: Absolution,PS3,Square Enix,IO Interactive,,2.06,0.59,1.08,0.07,0.32,20th Nov 12
893,Toy Story 3: The Video Game,DS,Disney Interactive Studios,Avalanche Software,,2.06,0.89,0.95,0.02,0.21,15th Jun 10
894,R4: Ridge Racer Type 4,PS,Namco,Namco,9.1,2.06,0.68,0.46,0.79,0.13,04th May 99
895,Tom Clancy's Splinter Cell: Conviction,X360,Ubisoft,Ubisoft Montreal,8.6,2.06,1.2,0.62,0.04,0.19,13th Apr 10
896,Need for Speed: Undercover,PS3,Electronic Arts,EA Vancouver,5.9,2.06,0.63,1.01,0.05,0.38,17th Nov 08
897,Need for Speed: ProStreet,X360,Electronic Arts,EA Black Box,7.1,2.05,1.04,0.79,0.01,0.21,15th Nov 07
898,The Elder Scrolls Online: Tamriel Unlimited,PS4,Bethesda Softworks,ZeniMax Online Studios,,2.05,0.74,0.98,,0.33,09th Jun 15
899,Mortal Kombat vs DC Universe,PS3,Midway Games,Midway Amusement Games,7.6,2.05,1.52,0.29,,0.25,16th Nov 08
900,NBA Jam,GEN,Arena Entertainment,Iguana Entertainment,,2.05,1.75,0.25,,0.05,01st Jan 93
901,Xenoblade Chronicles 2,NS,Nintendo,Monolith Soft,8.2,1.4,0.55,0.52,0.24,0.1,01st Dec 17
902,Famista '89 - Kaimaku Han!!,NES,Namco,Namco,,2.05,,,2.05,,28th Jul 89
903,Dark Souls,PS3,Namco Bandai,From Software,9.0,2.05,0.75,0.53,0.54,0.22,04th Oct 11
904,Middle-Earth: Shadow of War,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,2.04,0.82,0.84,0.06,0.33,10th Oct 17
905,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Sony Computer Entertainment,Zipper Interactive,,2.04,1.74,0.02,,0.28,07th Nov 06
906,Need for Speed: ProStreet,PS3,Electronic Arts,EA Black Box,7.2,2.04,0.73,0.91,0.04,0.36,13th Nov 07
907,Madden NFL 25,PS3,Electronic Arts,EA Tiburon,7.5,2.04,1.62,0.03,,0.38,27th Aug 13
908,Carnival Games,DS,2K Play,Cat Daddy Games,,2.04,1.22,0.63,,0.19,08th Jul 08
909,Peter Jackson's King Kong: The Official Game of the Movie,PS2,Ubisoft,Ubisoft Montpellier,,2.04,0.71,1.02,,0.31,21st Nov 05
910,Dead or Alive 3,XB,Tecmo,Team Ninja,8.3,1.77,1.19,0.29,0.24,0.06,14th Nov 01
911,PGR4 - Project Gotham Racing 4,X360,Microsoft Game Studios,Bizarre Creations,8.6,2.04,0.48,1.28,0.02,0.25,02nd Oct 07
912,Dance Central 2,X360,Microsoft,Harmonix Music Systems,8.6,2.04,1.45,0.41,0.01,0.16,25th Oct 11
913,Dragon Quest XI: Echoes of an Elusive Age,PS4,Square Enix,Square Enix,9.5,2.04,0.29,0.22,1.43,0.1,04th Sep 18
914,NBA 2K17,XOne,2K Sports,Visual Concepts,8.8,2.04,1.7,0.12,,0.21,16th Sep 16
915,Skate 3,PS3,EA Sports,EA Black Box,,2.03,0.79,0.93,,0.32,11th May 10
916,1080°: TenEighty Snowboarding,N64,Nintendo,Nintendo EAD,9.1,2.03,1.25,0.61,0.13,0.05,31st Mar 98
917,Mario Hoops 3 on 3,DS,Nintendo,Square Enix,7.1,1.61,0.98,0.04,0.49,0.09,11th Sep 06
918,Yoshi's New Island,3DS,Nintendo,Arzest,,1.66,0.51,0.74,0.29,0.11,14th Mar 14
919,Rayman Raving Rabbids: TV Party,Wii,Ubisoft,Ubisoft Paris,7.1,2.03,0.72,1.08,,0.23,18th Nov 08
920,NBA Live 2004,PS2,EA Sports,EA Canada,,2.03,1.57,0.18,,0.27,14th Oct 03
921,The Sims 3,PS3,Electronic Arts,The Sims Studio,8.1,2.03,0.73,0.96,0.02,0.31,26th Oct 10
922,LEGO City Undercover: The Chase Begins,3DS,Nintendo,TT Fusion,6.2,1.74,0.54,0.99,0.08,0.12,21st Apr 13
923,Onimusha: Warlords,PS2,Capcom,Flagship,8.7,2.7,0.99,0.48,1.09,0.14,13th Mar 01
924,Just Dance 3,X360,Ubisoft,Ubisoft Paris,5.5,2.02,1.47,0.39,,0.16,07th Oct 11
925,Rocket League,PS4,505 Games,Psyonix Studios,8.7,2.02,0.37,1.34,,0.31,05th Jul 16
926,NBA 2K18,XOne,2K Sports,Visual Concepts,7.7,2.02,1.67,0.14,,0.21,19th Sep 17
927,Call of Duty: Black Ops 3,X360,Activision,Treyarch,,2.01,1.36,0.47,,0.19,06th Nov 15
928,Need for Speed: The Run,PS3,Electronic Arts,EA Black Box,6.3,2.01,0.58,1.05,0.03,0.35,15th Nov 11
929,Donkey Kong Country: Tropical Freeze,WiiU,Nintendo,Retro Studios,8.8,1.71,0.74,0.68,0.16,0.13,21st Feb 14
930,Dead Space,PS3,Electronic Arts,EA Redwood Shores,8.9,2.0,1.05,0.66,,0.29,13th Oct 08
931,Beyond: Two Souls,PS3,Sony Computer Entertainment,Quantic Dream,,1.7,0.52,0.86,0.06,0.26,08th Oct 13
932,Bloodborne,PS4,Sony Computer Entertainment,From Software,8.2,3.11,1.3,1.05,0.28,0.48,24th Mar 15
933,Command & Conquer: Red Alert,PC,Virgin Interactive,Westwood Studios,9.3,2.85,1.37,1.34,,0.14,01st Nov 96
934,Deca Sports,Wii,Hudson Soft,CAProduction,5.3,2.5,1.11,0.86,0.29,0.25,13th May 08
935,Diablo II: Lord of Destruction,PC,Blizzard Entertainment,Blizzard North,,1.06,1.03,0.03,,,27th Jun 01
936,Disney Epic Mickey,Wii,Disney Interactive Studios,Junction Point Studios,7.0,3.02,2.04,0.63,0.12,0.23,30th Nov 10
937,Dragon Ball Z: Budokai Tenkaichi,PS2,Atari,Spike,,1.66,0.96,0.12,0.54,0.04,18th Oct 05
938,Dragon Quest Monsters: Joker 2,DS,Nintendo,TOSE Software,8.1,1.42,0.09,0.07,1.24,0.02,19th Sep 11
939,Dragon Warrior,NES,Nintendo,ChunSoft,,2.52,0.49,,0.52,1.51,01st Aug 89
940,Driveclub,PS4,Sony Computer Entertainment,Evolution Studios,7.2,2.37,0.37,1.63,0.02,0.36,07th Oct 14
941,inFAMOUS,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.7,2.99,1.76,0.68,0.12,0.42,26th May 09
942,Mario + Rabbids: Kingdom Battle,NS,Ubisoft,Ubisoft Milan,8.3,2.59,1.1,1.08,0.22,0.2,29th Aug 17
943,Resident Evil 4,Wii,Capcom,Capcom Production Studio 4,9.2,1.46,1.26,0.06,0.14,,19th Jun 07
944,Saints Row,X360,THQ,Volition Inc.,8.0,2.18,1.17,0.77,0.02,0.22,29th Aug 06
945,Silent Hill,PS,Konami,KCET,8.9,1.6,0.71,0.48,0.3,0.1,31st Jan 99
946,SimCity (2013),PC,Electronic Arts,Maxis,,1.38,0.48,0.79,,0.11,05th Mar 13
947,Space Invaders,2600,Atari,Atari,,2.53,2.36,0.14,,0.03,01st Jan 78
948,Star Wars: The Old Republic,PC,Electronic Arts,BioWare / LucasArts,8.4,2.97,1.59,1.01,,0.37,20th Dec 11
949,Super Street Fighter II,SNES,Capcom,Capcom,,2.0,0.52,0.16,1.29,0.03,01st Jun 94
950,WWE SmackDown! Here Comes the Pain,PS2,THQ,Yuke's,,2.8,1.32,1.06,0.04,0.38,27th Oct 03
951,Your Shape: Fitness Evolved,X360,Ubisoft,Ubisoft Montreal,7.0,1.32,0.79,0.41,0.0,0.12,04th Nov 10
952,TouchMaster,DS,Midway Games,Midway Studios San Diego,6.9,2.0,0.48,1.27,,0.24,25th Jun 07
953,Mortal Kombat vs DC Universe,X360,Midway Games,Midway Amusement Games,7.6,1.99,1.58,0.23,,0.18,16th Nov 08
954,Tenchu: Stealth Assassins,PS,Activision,Acquire,8.8,1.99,0.95,0.64,0.27,0.13,31st Aug 98
955,Tennis,GB,Nintendo,Nintendo R&D1,,1.99,0.75,0.3,0.9,0.04,01st Aug 89
956,Harry Potter and the Chamber of Secrets,GBA,Electronic Arts,Eurocom Entertainment Software,7.2,1.99,1.21,0.64,0.05,0.09,14th Nov 02
957,Just Cause 3,PS4,Square Enix,Avalanche Studios,7.5,1.98,0.53,1.07,0.09,0.3,01st Dec 15
958,Harry Potter and the Chamber of Secrets,PS,Electronic Arts,Argonaut Games,,1.98,0.75,1.09,0.02,0.12,14th Nov 02
959,Mario Sports Mix,Wii,Nintendo,Square Enix,6.0,2.08,0.88,0.45,0.63,0.12,07th Feb 11
960,SimCity,SNES,Nintendo,Intelligent Systems,,1.98,0.93,0.27,0.75,0.04,10th Sep 91
961,BioShock Infinite,X360,2K Games,Irrational Games,,1.97,1.22,0.55,0.02,0.18,26th Mar 13
962,Spyro: Enter the Dragonfly,PS2,VU Games,Check Six Games,,1.97,0.74,0.95,,0.28,03rd Nov 02
963,Resident Evil 6,X360,Capcom,Capcom,,1.97,1.12,0.61,0.07,0.16,02nd Oct 12
964,E.T.: The Extra Terrestrial,2600,Atari,Atari,,1.97,1.84,0.11,,0.02,01st Jan 82
965,Dishonored 2,PS4,Bethesda Softworks,Arkane Studios,,1.97,0.62,1.02,0.01,0.31,10th Nov 16
966,Hot Shots Golf: Open Tee,PSP,Sony Computer Entertainment,Clap Hanz,8.4,1.96,0.5,0.5,0.63,0.33,03rd May 05
967,Inazuma Eleven 2: Blizzard / Firestorm,DS,Level 5,Level 5,,1.4,,0.2,1.18,0.02,09th Oct 09
968,Rad Racer,NES,Nintendo,SquareSoft,,1.96,1.13,0.37,0.41,0.05,01st Jan 87
969,Soccer,NES,Nintendo,"Iwasaki Electronics Co., Ltd.",,1.96,0.18,0.23,1.53,0.02,01st Mar 87
970,Lego Marvel Super Heroes,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.96,0.77,0.85,0.01,0.32,22nd Oct 13
971,Tom Clancy's Rainbow Six: Vegas,X360,Ubisoft,Ubisoft Montreal,8.8,1.95,1.09,0.65,0.02,0.2,20th Nov 06
972,Crash Nitro Kart,PS2,VU Games,Vicarious Visions,,1.95,0.74,1.01,,0.2,13th Nov 03
973,Grand Theft Auto: San Andreas,XB,Rockstar Games,Rockstar North,9.2,1.95,1.26,0.61,,0.09,07th Jun 05
974,Pokémon Battle Revolution,Wii,Nintendo,Genius Sonority Inc.,5.2,1.59,0.78,0.37,0.3,0.13,25th Jun 07
975,Star Wars: Dark Forces,PC,LucasArts,LucasArts,,1.95,1.09,0.77,,0.09,28th Feb 95
976,Call of Duty: Black Ops 3,PS3,Activision,Treyarch,,1.95,0.65,0.92,0.07,0.3,06th Nov 15
977,Burnout Paradise,PS3,Electronic Arts,Criterion Games,9.0,1.95,1.01,0.63,0.02,0.28,22nd Jan 08
