Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Date
418,"Pokémon Mystery Dungeon: Blue Rescue Team",DS,Nintendo,ChunSoft,6.3,2.030,1.150,0.050,0.830,0.000,2006-09-18
419,"Mortal Kombat X",PS4,"Warner Bros. Interactive Entertainment","NetherRealm Studios",0.0,3.490,1.940,0.940,0.000,0.610,2015-04-14
420,"Battlefield: Bad Company 2",X360,"Electronic Arts","EA Digital Illusions CE",9.0,3.480,2.110,1.010,0.040,0.330,2010-03-02
421,Borderlands,X360,"2K Games","Gearbox Software",8.3,3.480,2.430,0.720,0.030,0.300,2009-10-20
422,"Animal Crossing: Happy Home Designer",3DS,Nintendo,"Nintendo EAD",6.6,3.410,0.710,1.100,1.450,0.150,2015-09-25
423,"Mario & Sonic at the Olympic Winter Games",DS,Sega,Sega,7.6,3.470,1.210,1.630,0.270,0.370,2009-10-13
424,"Guitar Hero: On Tour",DS,Activision,"Vicarious Visions",7.1,3.460,2.100,1.010,0.010,0.350,2008-06-22
425,"Dragon Ball Z: Budokai",PS2,Atari,"Dimps Corporation",0.0,3.090,2.170,0.280,0.550,0.080,2002-12-03
426,"Spyro 2: Ripto's Rage!",PS,"Sony Computer Entertainment","Insomniac Games",8.7,3.520,2.140,1.210,0.010,0.170,1999-10-31
427,"Halo: The Master Chief Collection",XOne,"Microsoft Studios","343 Industries",0.0,3.440,2.060,1.040,0.030,0.310,2014-11-11
428,"LEGO Batman: The Videogame",X360,"Warner Bros. Interactive","Traveller's Tales",7.5,3.440,2.070,1.040,0.000,0.340,2008-09-23
429,"Tekken 4",PS2,Namco,Namco,7.9,3.440,1.550,1.270,0.330,0.290,2002-09-23
430,"FIFA 14",PS4,"EA Sports","EA Canada",0.0,3.430,0.620,2.180,0.120,0.510,2013-11-15
431,"LittleBigPlanet 2",PS3,"Sony Computer Entertainment","Media Molecule",9.1,3.430,1.830,1.070,0.060,0.470,2011-01-18
432,"Grand Theft Auto 2",PS,"Rockstar Games","DMA Design",6.9,3.420,1.130,2.070,0.000,0.220,1999-10-25
433,Destiny,XOne,Activision,Bungie,8.3,3.410,2.170,0.920,0.000,0.320,2014-09-09
434,"Spider-Man 2",PS2,Activision,Treyarch,7.9,3.410,1.750,1.200,0.020,0.430,2004-06-28
435,"F-1 Race",GB,Nintendo,Nintendo,0.0,3.410,1.730,0.690,0.590,0.400,1991-02-01
436,"FIFA Soccer 2003",PS2,"EA Sports","EA Canada",0.0,3.400,0.460,2.280,0.050,0.610,2002-11-14
437,"Crash Bash",PS,"Sony Computer Entertainment","Eurocom Entertainment Software",6.8,3.390,1.560,1.470,0.190,0.170,2000-11-06
438,"Gears of War 4",XOne,"Microsoft Studios","The Coalition",0.0,3.380,2.170,0.900,0.000,0.320,2016-10-11
439,"Tekken: Dark Resurrection",PSP,"Namco Bandai",8ing/Raizing,8.7,2.620,0.760,1.100,0.120,0.650,2006-07-25
440,"The Elder Scrolls V: Skyrim Special Edition",PS4,"Bethesda Softworks","Bethesda Softworks",8.3,3.360,1.240,1.500,0.080,0.540,2016-10-28
441,"Watch Dogs 2",PS4,Ubisoft,Ubisoft,0.0,3.360,0.980,1.740,0.120,0.520,2016-11-15
442,"The Legend of Zelda: Majora's Mask",N64,Nintendo,"Nintendo EAD",9.3,3.360,1.900,0.670,0.730,0.060,2000-10-25
443,"WWF War Zone",PS,"Acclaim Entertainment","Iguana Entertainment",0.0,3.360,2.470,0.760,0.000,0.130,1998-07-14
444,"Yoshi's Island DS",DS,Nintendo,Artoon,8.2,2.770,1.450,0.070,1.100,0.150,2006-11-13
445,"Assassin's Creed IV: Black Flag",X360,Ubisoft,"Ubisoft Montreal",8.5,3.340,1.900,1.140,0.010,0.300,2013-10-29
446,"NBA 2K18",PS4,"2K Sports","Visual Concepts",8.1,3.340,2.130,0.570,0.040,0.590,2017-09-19
447,"Big Brain Academy: Wii Degree",Wii,Nintendo,"Nintendo EAD",7.1,3.790,1.050,1.910,0.410,0.420,2007-06-11
448,"Luigi's Mansion",GC,Nintendo,"Nintendo EAD",7.9,3.600,2.380,0.670,0.460,0.100,2001-11-17
449,"James Bond 007: Nightfire",PS2,"Electronic Arts","Eurocom Entertainment Software",0.0,3.330,1.450,1.290,0.120,0.460,2002-11-18
450,"Star Wars Episode III: Revenge of the Sith",PS2,LucasArts,"The Collective",0.0,3.320,1.470,1.390,0.030,0.430,2005-05-04
451,"Max Payne",PS2,"Rockstar Games","Remedy Entertainment",8.1,3.310,1.990,1.050,0.050,0.220,2001-12-06
452,"Madden NFL 16",PS4,"EA Sports","EA Tiburon",8.2,3.300,2.390,0.310,0.000,0.610,2015-08-25
453,"The Lord of the Rings: The Return of the King",PS2,"Electronic Arts","Hypnos Entertainment, Inc.",8.4,3.280,1.500,1.280,0.050,0.460,2003-11-05
454,"Spyro: Year of the Dragon",PS,"Sony Computer Entertainment","Insomniac Games",9.1,3.710,1.930,1.580,0.000,0.190,2000-10-23
455,"The Legend of Zelda: Majora's Mask 3D",3DS,Nintendo,GREZZO,9.0,2.500,1.200,0.640,0.480,0.180,2015-02-13
456,"Madden NFL 17",PS4,"EA Sports","EA Tiburon",8.5,3.280,2.300,0.370,0.000,0.600,2016-08-23
457,"True Crime: Streets of LA",PS2,Activision,Luxoflux,0.0,3.270,1.890,1.050,0.020,0.310,2003-11-03
458,"Gran Turismo (PSP)",PSP,"Sony Computer Entertainment","Polyphony Digital",0.0,3.270,0.510,1.590,0.310,0.860,2009-10-01
459,"Far Cry 3",PS3,Ubisoft,"Ubisoft Montreal",0.0,3.270,0.880,1.790,0.100,0.500,2012-12-04
460,"God of War: Chains of Olympus",PSP,"Sony Computer Entertainment","Ready at Dawn",8.9,3.190,1.480,1.000,0.040,0.660,2008-03-04
461,"FIFA 16",XOne,"EA Sports","EA Canada",8.5,3.250,0.920,2.100,0.000,0.240,2015-09-22
462,"Flash Focus: Vision Training in Minutes a Day",DS,Nintendo,"Bandai Namco Games",6.1,3.830,0.860,1.560,1.050,0.350,2007-10-15
463,"Ratchet & Clank: Up Your Arsenal",PS2,"Sony Computer Entertainment","Insomniac Games",9.1,2.570,1.310,0.740,0.310,0.220,2004-11-03
464,"007: Tomorrow Never Dies",PS,"Electronic Arts","Black Ops Entertainment",6.2,3.210,1.720,1.330,0.000,0.160,1999-11-16
465,"L.A. Noire",PS3,"Rockstar Games","Team Bondi",9.1,3.210,1.290,1.310,0.120,0.490,2011-11-15
466,Baseball,NES,Nintendo,Nintendo,0.0,3.200,0.730,0.100,2.350,0.020,1985-10-01
467,"Detroit: Become Human",PS4,"Sony Interactive Entertainment","Quantic Dream",8.0,1.570,0.550,0.670,0.120,0.240,2018-05-25
468,"Dragon Quest IV",NES,Enix,ChunSoft,0.0,3.120,0.080,0.000,3.030,0.010,1992-10-01
469,"Dragon Quest VI: Maboroshi no Daichi",SNES,Enix,"Heart Beat",0.0,3.190,0.000,0.000,3.190,0.000,1995-12-09
470,"Killer Instinct",SNES,Nintendo,"Rare Ltd.",0.0,3.200,2.260,0.720,0.120,0.100,1995-08-01
471,"Perfect Dark",N64,Rare,"Rare Ltd.",9.7,2.520,1.550,0.750,0.160,0.060,2000-05-22
472,"WWF SmackDown! 2: Know Your Role",PS,THQ,Yuke's,8.7,3.200,1.760,1.210,0.070,0.160,2000-11-21
473,"Assassin's Creed IV: Black Flag",PS4,Ubisoft,"Ubisoft Montreal",8.3,3.190,1.070,1.550,0.060,0.510,2013-11-15
474,1-2-Switch,NS,Nintendo,"Nintendo EPD",5.7,2.460,0.620,1.200,0.500,0.150,2017-03-03
475,"Personal Trainer: Cooking",DS,Nintendo,"Nintendo EAD",8.4,3.130,0.910,1.010,1.030,0.170,2008-11-24
476,"Enter the Matrix",PS2,Atari,"Shiny Entertainment",0.0,3.180,1.780,1.120,0.090,0.190,2003-05-14
477,"Assassin's Creed Odyssey",PS4,Ubisoft,"Ubisoft Quebec",9.5,3.180,1.180,1.400,0.090,0.510,2018-10-05
478,"Fallout: New Vegas",PS3,"Bethesda Softworks","Obsidian Entertainment",8.2,3.170,1.540,1.040,0.100,0.490,2010-10-19
479,"Sonic Heroes",PS2,Sega,"Sonic Team",6.6,2.960,1.040,1.370,0.060,0.490,2004-01-27
480,"Club Penguin: Elite Penguin Force",DS,"Disney Interactive Studios","1st Playable Productions",7.0,3.140,1.870,0.970,0.000,0.300,2008-11-25
481,"FIFA Soccer 08",PS2,"EA Sports","EA Canada",0.0,3.140,0.680,0.000,0.000,2.460,2007-10-09
482,"FIFA 18",XOne,"EA Sports","EA Vancouver",8.0,3.140,0.980,1.920,0.000,0.230,2017-09-29
483,Spider-Man,PS,Activision,"Neversoft Entertainment",0.0,3.130,1.700,1.250,0.020,0.160,2000-08-30
484,"Need for Speed III: Hot Pursuit",PS,"Electronic Arts","EA Canada",0.0,3.120,2.140,0.860,0.000,0.130,1998-03-25
485,"The Elder Scrolls IV: Oblivion",PS3,"Bethesda Softworks","4J Studios",9.3,3.120,1.690,0.860,0.140,0.440,2007-03-20
486,"Star Wars Episode I Racer",N64,LucasArts,LucasArts,8.7,3.120,2.310,0.620,0.140,0.040,1999-05-19
487,"Tekken 6",PS3,"Namco Bandai","Namco Bandai Games",7.9,2.770,1.200,0.970,0.170,0.420,2009-10-27
488,Yoshi,GB,Nintendo,"Game Freak",0.0,2.920,1.570,0.620,0.730,0.000,1992-07-01
489,"Resident Evil 6",PS3,Capcom,Capcom,0.0,3.120,0.880,0.970,0.880,0.390,2012-10-02
490,"Tom Clancy's Ghost Recon Wildlands",PS4,Ubisoft,"Ubisoft Paris",7.0,3.120,1.070,1.350,0.220,0.470,2017-03-07
491,"NBA 2K13",X360,"2K Sports","Visual Concepts",8.6,3.110,2.620,0.210,0.010,0.280,2012-10-02
492,Titanfall,XOne,"Electronic Arts","Respawn Entertainment",0.0,3.110,1.880,0.910,0.040,0.280,2014-03-11
493,"Mario Party 9",Wii,Nintendo,"Nd Cube Co., Ltd.",6.5,3.200,1.060,1.150,0.770,0.220,2012-03-11
494,"Mass Effect 2",X360,"Electronic Arts","BioWare Edmonton",9.5,3.100,1.990,0.810,0.030,0.270,2010-01-26
495,"Madden NFL 2002",PS2,"EA Sports","EA Sports",0.0,3.080,2.500,0.160,0.010,0.420,2001-08-19
496,"World Class Track Meet",NES,Bandai,Bandai,0.0,3.080,1.920,0.450,0.640,0.070,1987-09-01
497,"LEGO Batman: The Videogame",Wii,"Warner Bros. Interactive","Traveller's Tales",7.3,3.080,1.800,0.980,0.000,0.290,2008-09-23
498,"Saints Row 2",X360,THQ,"Volition Inc.",7.9,3.070,1.980,0.790,0.020,0.280,2008-10-14
499,"Donkey Kong",GB,Nintendo,"Nintendo EAD",0.0,3.070,1.570,0.620,0.550,0.340,1994-06-01
500,"New Super Luigi U",WiiU,Nintendo,Nintendo,7.8,2.420,1.250,0.750,0.220,0.200,2013-08-25
501,"The Sims: Vacation",PC,"Electronic Arts",Maxis,0.0,3.070,1.720,1.210,0.000,0.140,2002-03-25
502,"Call of Duty: Ghosts",XOne,Activision,"Infinity Ward",7.5,3.070,1.920,0.860,0.000,0.280,2013-11-22
503,"LEGO Batman: The Videogame",DS,"Warner Bros. Interactive","Traveller's Tales",7.8,3.060,1.750,1.020,0.000,0.290,2008-09-23
504,"Borderlands 2",X360,"2K Games","Gearbox Software",0.0,3.060,1.890,0.880,0.040,0.260,2013-01-15
505,"Mario Tennis Aces",NS,Nintendo,"Camelot Software Planning",7.8,1.870,0.710,0.620,0.420,0.120,2018-06-22
506,"Kung Fu Panda",X360,Activision,Luxoflux,7.5,3.050,1.910,0.840,0.000,0.290,2008-06-03
507,"Mass Effect 3",X360,"Electronic Arts",BioWare,0.0,3.040,1.940,0.840,0.030,0.240,2012-03-06
508,"Rhythm Heaven",DS,Nintendo,"Nintendo SPD Group No.1",8.5,3.120,0.550,0.500,1.930,0.140,2009-04-05
509,"Metal Gear Solid V: The Phantom Pain",PS4,"Konami Digital Entertainment","Kojima Productions",0.0,3.040,0.970,1.150,0.500,0.420,2015-09-01
510,Rayman,PS,Ubisoft,"Ubisoft Montpellier",7.0,3.030,1.540,1.330,0.000,0.160,1995-09-01
511,"Tom Clancy's Splinter Cell",XB,Ubisoft,Ubisoft,9.3,3.020,1.850,1.040,0.000,0.130,2002-11-17
512,"Mike Tyson's Punch-Out!!",NES,Nintendo,"Nintendo IRD",0.0,3.020,2.030,0.470,0.450,0.070,1987-10-01
513,"Professor Layton and the Unwound Future",DS,Nintendo,"Level 5",8.4,3.280,0.610,1.580,0.820,0.270,2010-09-12
514,"Fire Emblem Fates",3DS,Nintendo,"Intelligent Systems",0.0,1.980,0.990,0.310,0.530,0.140,2016-02-19
515,"Dead Rising 3",XOne,"Microsoft Studios",Capcom,0.0,1.630,1.060,0.400,0.010,0.150,2013-11-22
516,Fable,XB,"Microsoft Game Studios","Big Blue Box",8.6,2.660,1.990,0.580,0.000,0.090,2004-09-14
517,"Gears of War 3",X360,"Microsoft Studios","Epic Games",9.1,6.220,4.050,1.590,0.070,0.500,2011-09-20
518,"God of War: Ascension",PS3,"Sony Computer Entertainment","SCEA Santa Monica Studio",0.0,2.400,1.230,0.720,0.040,0.410,2013-03-12
519,"Halo 3: ODST",X360,"Microsoft Game Studios",Bungie,8.7,6.350,4.340,1.340,0.060,0.610,2009-09-22
520,"Heavy Rain",PS3,"Sony Computer Entertainment","Quantic Dream",8.8,3.060,1.290,1.240,0.060,0.480,2010-02-23
521,"Kinect Sports",X360,"Microsoft Game Studios","Rare Ltd.",7.4,6.230,3.920,1.730,0.030,0.550,2010-11-04
522,"Left 4 Dead",X360,"Valve Corporation","Certain Affinity / Valve Software",8.7,3.520,2.660,0.490,0.050,0.310,2008-10-18
523,"Left 4 Dead 2",X360,"Electronic Arts","Certain Affinity / Valve Software",9.0,3.970,2.670,0.880,0.050,0.380,2009-11-17
524,MotorStorm,PS3,"Sony Computer Entertainment","Evolution Studios",8.2,3.870,1.530,1.610,0.060,0.670,2007-03-06
525,"Sonic and the Secret Rings",Wii,Sega,"Sonic Team",6.7,2.750,1.230,1.190,0.040,0.300,2007-02-20
526,"Sonic Rush",DS,Sega,"Dimps Corporation",7.8,3.130,1.210,1.560,0.060,0.290,2005-11-15
527,"Warcraft II: Tides of Darkness",PC,"Blizzard Entertainment","Blizzard Entertainment",9.3,4.210,1.700,2.270,0.000,0.230,1996-04-30
528,"WWE SmackDown! vs. Raw 2006",PS2,THQ,Yuke's,8.4,3.000,1.570,1.020,0.000,0.410,2005-11-15
529,"Kirby Super Star Ultra",DS,Nintendo,"HAL Laboratory",7.3,2.920,1.550,0.040,1.190,0.150,2008-09-22
530,"Star Fox",SNES,Nintendo,"Argonaut Games",0.0,2.990,1.610,0.510,0.800,0.070,1993-03-01
531,"The Sims: Livin Large",PC,"Electronic Arts",Maxis,0.0,2.990,1.670,1.180,0.000,0.130,2000-08-27
532,"World Soccer Winning Eleven 6 International",PS2,Konami,"Konami Computer Entertainment Tokyo",0.0,2.990,0.120,1.260,1.160,0.450,2003-03-11
533,"Far Cry 3",X360,Ubisoft,"Ubisoft Montreal",0.0,2.980,1.380,1.330,0.020,0.250,2012-12-04
534,"Mario vs. Donkey Kong: Mini-Land Mayhem!",DS,Nintendo,"Nintendo Software Technology Corporation",7.8,2.680,1.630,0.510,0.350,0.180,2010-11-14
535,"Style Savvy",DS,Nintendo,"syn Sophia",7.6,2.580,0.620,0.820,0.960,0.180,2009-11-02
536,"Yokai Watch",3DS,Nintendo,"Level 5",7.7,2.550,0.440,0.680,1.340,0.090,2015-11-06
537,"Ratchet & Clank: Going Commando",PS2,"Sony Computer Entertainment","Insomniac Games",8.7,2.780,1.440,0.830,0.260,0.250,2003-11-11
538,"The Legend of Zelda: Spirit Tracks",DS,Nintendo,"Nintendo EAD",8.7,3.320,1.400,0.920,0.740,0.260,2009-12-07
539,"Battlefield: Bad Company 2",PS3,"Electronic Arts","EA Digital Illusions CE",8.9,2.960,1.330,1.110,0.080,0.440,2010-03-02
540,"Hitman 2: Silent Assassin",PS2,"Eidos Interactive","IO Interactive",0.0,2.960,1.360,1.150,0.040,0.410,2002-10-01
541,"Street Fighter IV",X360,Capcom,"Capcom / Dimps Corporation",9.3,2.950,1.830,0.700,0.150,0.260,2009-02-17
542,"SOCOM II: U.S. Navy SEALs",PS2,"Sony Computer Entertainment","Zipper Interactive",0.0,2.940,2.220,0.510,0.060,0.150,2003-11-04
543,"WWE SmackDown! vs. RAW 2006",PS2,THQ,Yuke's,0.0,2.940,1.450,1.110,0.040,0.330,2005-11-14
544,"Wave Race 64",N64,Nintendo,"Nintendo EAD",9.2,2.940,1.980,0.580,0.340,0.040,1996-11-05
545,"Pac-Man Collection",GBA,Namco,"Mass Media",0.0,2.940,2.070,0.770,0.050,0.050,2001-07-12
546,"Kirby Star Allies",NS,Nintendo,"HAL Laboratory",8.1,1.990,0.750,0.410,0.720,0.110,2018-03-16
547,"Pokémon Ranger",DS,Nintendo,"HAL Laboratory",6.6,2.150,1.280,0.030,0.730,0.120,2006-10-30
548,"Madden NFL 13",X360,"EA Sports","EA Tiburon",8.0,2.930,2.530,0.160,0.000,0.240,2012-08-28
549,"Doom (2016)",PS4,"Bethesda Softworks","id Software",0.0,2.920,0.930,1.480,0.040,0.460,2016-05-13
550,"Mass Effect",X360,"Microsoft Game Studios","BioWare Edmonton",9.2,2.910,1.830,0.790,0.030,0.270,2007-11-20
551,"FIFA 15",X360,"EA Sports","EA Canada",6.9,2.910,0.800,1.900,0.000,0.210,2014-09-23
552,"Dragon Ball Z: Budokai 2",PS2,Atari,"Dimps Corporation",0.0,2.410,1.630,0.220,0.510,0.060,2003-12-04
553,"Final Fantasy III",SNES,Square,SquareSoft,9.1,3.420,0.860,0.000,2.550,0.020,1994-10-20
554,"Mario Party: Island Tour",3DS,Nintendo,"Nd Cube Co., Ltd.",5.5,2.400,0.660,1.040,0.560,0.140,2013-11-22
555,Nioh,PS4,"Sony Interactive Entertainment","Team Ninja",0.0,1.030,0.340,0.360,0.200,0.140,2017-02-07
556,"Mortal Kombat (2011)",PS3,"Warner Bros. Interactive Entertainment","NetherRealm Studios",8.5,2.900,1.980,0.540,0.000,0.380,2011-04-19
557,"Sega Superstars Tennis",X360,Sega,"Sumo Digital",6.9,2.890,1.750,0.860,0.000,0.280,2008-03-18
558,"Cooking Mama: Cook Off",Wii,Majesco,"Office Create",5.9,2.890,1.410,1.120,0.050,0.300,2007-03-20
559,"Hot Shots Golf 3",PS2,"Sony Computer Entertainment","Clap Hanz",0.0,2.890,0.990,0.320,1.380,0.200,2002-03-11
560,"Call of Duty: Finest Hour",PS2,Activision,"Spark Unlimited",0.0,2.890,1.510,1.120,0.010,0.240,2004-11-16
561,"Syphon Filter",PS,"989 Studios",Eidetic,9.2,2.880,2.030,0.720,0.020,0.110,1999-01-31
562,"Middle-Earth: Shadow of Mordor",PS4,"Warner Bros. Interactive Entertainment","Monolith Productions",0.0,3.190,1.030,1.600,0.050,0.510,2014-09-30
563,"Imagine: Babyz",DS,Ubisoft,"Visual Impact",3.5,2.870,1.300,1.260,0.000,0.310,2007-10-23
564,"Donkey Kong Country Returns 3D",3DS,Nintendo,"Monster Games",8.6,2.130,0.810,0.750,0.420,0.140,2013-05-24
565,"Mafia III",PS4,"2K Games","Hangar 13",6.9,2.870,0.720,1.670,0.040,0.440,2016-10-07
566,"Colin McRae Rally",PS,"Sony Computer Entertainment",Codemasters,7.9,2.870,0.090,2.430,0.120,0.220,2000-01-31
567,"Wii Music",Wii,Nintendo,"Nintendo EAD",5.6,3.250,1.350,1.120,0.460,0.320,2008-10-20
568,"The Elder Scrolls III: Morrowind",XB,"Bethesda Softworks","Bethesda Softworks",8.2,2.860,2.090,0.630,0.030,0.110,2002-06-06
569,"Assassin's Creed: Brotherhood",PS3,Ubisoft,"Ubisoft Montreal",9.1,2.850,1.870,0.570,0.110,0.300,2010-11-16
570,F-Zero,SNES,Nintendo,"Nintendo EAD",0.0,2.850,1.370,0.510,0.890,0.070,1991-08-13
571,"Yoshi's Story",N64,Nintendo,"Nintendo EAD",0.0,2.850,1.290,0.530,0.980,0.050,1998-03-01
572,"Metroid Prime",GC,Nintendo,"Retro Studios",9.6,2.820,1.960,0.670,0.100,0.090,2002-11-17
573,"Zumba Fitness 2",Wii,Majesco,"Pipeworks Software, Inc.",0.0,2.830,1.520,1.050,0.000,0.260,2011-11-15
574,"Madden NFL 10",X360,"EA Sports","EA Tiburon",8.6,2.830,2.520,0.090,0.000,0.220,2009-08-14
575,BioShock,X360,"2K Games","2K Australia / 2K Boston",9.6,2.830,1.650,0.850,0.050,0.280,2007-08-21
576,"Yoshi's Island: Super Mario Advance 3",GBA,Nintendo,"Nintendo EAD",0.0,2.910,1.750,0.450,0.620,0.090,2002-09-24
577,"WWE SmackDown! vs. Raw",PS2,THQ,Yuke's,0.0,2.830,1.320,1.080,0.040,0.390,2004-11-02
578,"Finding Nemo",GBA,THQ,"Vicarious Visions",7.0,2.820,1.590,1.050,0.040,0.140,2003-05-10
579,"Medal of Honor",PS3,"Electronic Arts","EA Los Angeles",7.0,2.820,1.280,1.040,0.070,0.430,2010-10-12
580,"Diablo III: Ultimate Evil Edition",PS4,"Blizzard Entertainment","Blizzard Entertainment",0.0,2.820,0.830,1.480,0.080,0.440,2014-08-19
581,"The Legend of Zelda: A Link to the Past",GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",9.6,2.700,1.750,0.520,0.330,0.100,2002-12-03
582,"Gran Turismo (PSP)",PSN,"Sony Computer Entertainment","Polyphony Digital",7.8,2.820,0.430,0.910,0.310,1.160,2009-10-01
583,"Need for Speed: Hot Pursuit",PS3,"Electronic Arts","Criterion Games",8.9,2.810,1.050,1.240,0.030,0.490,2010-11-16
584,"Imagine: Fashion Designer",DS,Ubisoft,"Virtual Toys / Lexis Numerique",3.0,2.810,1.320,1.190,0.000,0.300,2007-10-23
585,"Killzone 3",PS3,"Sony Computer Entertainment","Guerrilla Games",8.2,2.810,1.460,0.870,0.090,0.380,2011-02-22
586,"Dragon Quest V: Tenkuu no Hanayome",SNES,Enix,ChunSoft,0.0,2.790,0.000,0.000,2.780,0.010,1992-09-27
587,"Madden NFL 07",PS2,"EA Sports","EA Tiburon",8.5,4.490,3.630,0.240,0.010,0.610,2006-08-22
588,"Hot Shots Golf",PS,"Sony Computer Entertainment","Camelot Software Planning",0.0,2.790,0.290,0.200,2.130,0.180,1998-05-05
589,"Skylanders: Spyro's Adventure",Wii,Activision,"Toys for Bob",8.0,2.790,1.350,1.150,0.000,0.300,2011-10-16
590,"A Bug's Life",PS,"Sony Computer Entertainment","Traveller's Tales",3.6,2.790,1.960,0.720,0.000,0.110,1998-10-31
591,"WWF SmackDown! Just Bring It",PS2,THQ,Yuke's,0.0,2.790,1.190,1.150,0.040,0.410,2001-11-18
592,"Mortal Kombat Trilogy",PS,"Midway Games","Avalanche Software",0.0,2.790,1.980,0.700,0.000,0.110,1996-09-01
593,"NBA Street",PS2,"EA Sports BIG",NuFX,0.0,2.790,2.190,0.220,0.000,0.380,2001-06-18
594,"Jak II",PS2,"Sony Computer Entertainment","Naughty Dog",0.0,2.780,1.680,0.740,0.000,0.360,2003-10-14
595,"The Sims",PS2,"Electronic Arts","Edge of Reality",0.0,2.770,1.410,1.120,0.000,0.240,2003-01-12
596,"Star Wars: The Force Unleashed",X360,LucasArts,LucasArts,7.1,2.770,1.740,0.780,0.000,0.260,2008-09-16
597,"Saints Row: The Third",X360,THQ,"Volition Inc.",8.3,2.770,1.260,1.140,0.070,0.300,2011-11-15
598,"Tekken 7",PS4,"Namco Bandai Games","Namco Bandai Games",0.0,1.700,0.600,0.720,0.120,0.260,2017-06-02
599,"Missile Command",2600,Atari,Atari,0.0,2.760,2.560,0.170,0.000,0.030,1981-01-01
600,"Battlefield 3",PC,"Electronic Arts",Dice,8.9,2.760,0.890,1.440,0.000,0.430,2011-10-25
601,"Resident Evil",PS,Capcom,Capcom,8.6,5.050,2.050,1.160,1.110,0.730,1996-03-30
602,"Need for Speed: Most Wanted (2012)",PS3,"Electronic Arts","Criterion Games",0.0,2.740,0.710,1.520,0.060,0.450,2012-10-30
603,"Tetris DS",DS,Nintendo,Nintendo,8.5,2.110,0.630,0.050,1.350,0.080,2006-03-20
604,"L.A. Noire",X360,"Rockstar Games","Team Bondi",9.1,2.730,1.550,0.920,0.020,0.240,2011-11-15
605,Metroid,NES,Nintendo,"Nintendo R&D1",0.0,2.730,1.330,0.310,1.040,0.050,1987-08-15
606,"Far Cry: Primal",PS4,Ubisoft,"Ubisoft Montreal",7.2,2.730,0.630,1.610,0.070,0.410,2016-02-23
607,Overwatch,XOne,"Blizzard Entertainment","Blizzard Entertainment",8.7,2.720,1.630,0.840,0.000,0.250,2016-05-24
608,"Need for Speed (2015)",PS4,"Electronic Arts","Ghost Games",7.0,2.720,0.590,1.660,0.060,0.410,2015-11-03
609,"Madden NFL 13",PS3,"EA Sports","EA Tiburon",8.3,2.710,2.120,0.240,0.000,0.360,2012-08-28
610,"Skate 3",X360,"EA Sports","EA Black Box",8.3,2.710,1.470,0.990,0.000,0.250,2010-05-11
611,"Tom Clancy's Rainbow Six: Siege",XOne,Ubisoft,"Ubisoft Montreal",0.0,2.710,1.620,0.840,0.000,0.250,2015-12-01
612,"World Soccer Winning Eleven 7 International",PS2,Konami,"Konami Computer Entertainment Tokyo",9.2,2.900,0.080,1.240,1.130,0.450,2004-02-17
613,"Madden NFL 12",X360,"EA Sports","EA Tiburon",7.8,2.700,2.430,0.110,0.000,0.160,2011-08-30
614,"Mario Party",N64,Nintendo,"Hudson Soft",7.6,2.700,1.250,0.530,0.870,0.050,1999-02-08
615,"World of Warcraft: Mists of Pandaria",PC,"Blizzard Entertainment","Blizzard Entertainment",0.0,1.810,0.840,0.760,0.000,0.200,2012-09-25
616,"Call of Duty 3",X360,Activision,Treyarch,8.0,2.700,1.490,0.920,0.020,0.270,2006-11-07
617,"LEGO Star Wars II: The Original Trilogy",PS2,LucasArts,"Traveller's Tales",8.4,2.690,1.850,0.640,0.010,0.190,2006-09-12
618,"Madden NFL 11",X360,"EA Sports","EA Tiburon",8.3,2.690,2.380,0.120,0.000,0.190,2010-08-10
619,"Burnout 3: Takedown",PS2,"Electronic Arts","Criterion Games",9.3,2.680,1.230,1.110,0.000,0.340,2004-09-07
620,"Dragon Ball: Xenoverse 2",PS4,"Namco Bandai Games","Dimps Corporation",7.1,1.500,0.540,0.590,0.140,0.230,2016-10-25
621,"Mortal Kombat",GEN,"Arena Entertainment","Probe Entertainment Limited",0.0,2.670,1.950,0.630,0.000,0.090,1993-09-13
622,"Call of Duty 2: Big Red One",PS2,Activision,Treyarch,8.5,2.670,1.480,0.920,0.010,0.260,2005-11-01
623,"Medal of Honor",PS,"Electronic Arts","DreamWorks Interactive",9.3,2.670,1.440,1.090,0.000,0.140,1999-11-11
624,"Guitar Hero: World Tour",X360,Activision,"Neversoft Entertainment",8.6,2.660,1.780,0.640,0.000,0.250,2008-10-26
625,"WWE SmackDown! Shut Your Mouth",PS2,THQ,Yuke's,0.0,2.660,1.320,1.290,0.040,0.000,2002-10-31
626,"Final Fantasy XIII-2",PS3,"Square Enix","Square Enix",0.0,2.660,0.780,0.750,0.890,0.230,2012-01-31
627,"Medal of Honor Heroes",PSP,"Electronic Arts","Team Fusion",6.7,2.660,0.860,1.110,0.010,0.670,2006-10-20
628,"Hannah Montana",DS,"Buena Vista","DC Studios",6.5,2.650,1.590,0.800,0.000,0.260,2006-10-10
